TF,Target
GATA2,ARHGAP23
GATA2,ZSWIM5
GATA2,POGK
GATA2,USP28
GATA2,KIAA1522
GATA2,ZBTB4
GATA2,PLEKHA4
GATA2,RDH14
GATA2,KIAA1549
GATA2,RNF213
GATA2,CACHD1
GATA2,LRRC4C
GATA2,TNRC6C
GATA2,KIAA1586
GATA2,CPNE5
GATA2,WDFY4
GATA2,DENND1A
GATA2,KIAA1609
GATA2,SLC7A14
GATA2,KIAA1614
GATA2,SFMBT2
GATA2,PRX
GATA2,ANO8
GATA2,EPG5
GATA2,SPTBN4
GATA2,ZFYVE28
GATA2,SCUBE2
GATA2,MARK4
GATA2,FAM5B
GATA2,GATAD1
GATA2,HES4
GATA2,POLD4
GATA2,G6PC2
GATA2,CCNB1IP1
GATA2,GRHL3
GATA2,KRTAP5-8
GATA2,SLC4A5
GATA2,CTDSP1
GATA2,TP53INP2
GATA2,ZBED5
GATA2,RPRD1B
GATA2,ZNF77
GATA2,PRUNE
GATA2,ZNF250
GATA2,ARHGAP22
GATA2,OSTC
GATA2,SCAF1
GATA2,MLL3
GATA2,PRODH2
GATA2,DLGAP3
GATA2,EPS15L1
GATA2,WIZ
GATA2,MID1IP1
GATA2,SNX6
GATA2,IL22RA1
GATA2,HIVEP3
GATA2,C21orf63
GATA2,ACE2
GATA2,CACNG7
GATA2,CACNG6
GATA2,SIGIRR
GATA2,PLEKHA2
GATA2,SCPEP1
GATA2,SENP2
GATA2,FKSG2
GATA2,KLHL12
GATA2,PBOV1
GATA2,LGR6
GATA2,C12orf10
GATA2,FAM3A
GATA2,SLC25A19
GATA2,EXOC4
GATA2,CDH26
GATA2,BPESC1
GATA2,BACH2
GATA2,ELOVL5
GATA2,SLC5A7
GATA2,HAPLN2
GATA2,SAV1
GATA2,TRMT11
GATA2,PPCDC
GATA2,NIF3L1
GATA2,CCDC81
GATA2,HPSE2
GATA2,AGBL5
GATA2,C2orf43
GATA2,ALX4
GATA2,GUF1
GATA2,SPCS3
GATA2,NAA35
GATA2,DHX35
GATA2,MIIP
GATA2,PROK2
GATA2,EEFSEC
GATA2,CELF5
GATA2,ZFAND3
GATA2,C14orf93
GATA2,SLC22A23
GATA2,BCORL1
GATA2,CELA2A
GATA2,MRPL17
GATA2,PKNOX2
GATA2,THADA
GATA2,UBE2O
GATA2,PIEZO2
GATA2,SH2D4A
GATA2,DUSP21
GATA2,MANBAL
GATA2,GALNT11
GATA2,CIDEC
GATA2,ZNF335
GATA2,CHP2
GATA2,CCDC90A
GATA2,PCIF1
GATA2,GPSM3
GATA2,FKBPL
GATA2,DMRTB1
GATA2,DMRTA2
GATA2,KIF13A
GATA2,PRDM15
GATA2,FIGNL1
GATA2,MYO1G
GATA2,RBM26
GATA2,PRSS22
GATA2,OXCT2
GATA2,PERP
GATA2,NPAS3
GATA2,CDH23
GATA2,LHPP
GATA2,SLC28A3
GATA2,RBKS
GATA2,PBLD
GATA2,GOLPH3
GATA2,MCCC2
GATA2,GAL3ST2
GATA2,SAMSN1
GATA2,EPB41L4A
GATA2,LRRC4
GATA2,CENPK
GATA2,NPFFR1
GATA2,MAGEF1
GATA2,TMBIM1
GATA2,C10orf54
GATA2,SLC39A8
GATA2,RRAGC
GATA2,FN3K
GATA2,TINAGL1
GATA2,ZFYVE20
GATA2,KIF9
GATA2,C17orf75
GATA2,NECAB1
GATA2,OSGEPL1
GATA2,DPEP3
GATA2,IRF2BPL
GATA2,LHX5
GATA2,DNAJC1
GATA2,TFB2M
GATA2,TOR3A
GATA2,HERPUD2
GATA2,ATL2
GATA2,MS4A6A
GATA2,ABCG5
GATA2,RGNEF
GATA2,ZNF323
GATA2,SOX17
GATA2,NSD1
GATA2,LMBR1
GATA2,NFKBIZ
GATA2,HS1BP3
GATA2,SIL1
GATA2,MMP25
GATA2,ZMAT3
GATA2,GMCL1
GATA2,MPP5
GATA2,CDH22
GATA2,RGS18
GATA2,WBSCR17
GATA2,ARAP3
GATA2,TMEM168
GATA2,MTMR14
GATA2,SUSD1
GATA2,INF2
GATA2,SUDS3
GATA2,ZDHHC6
GATA2,C14orf135
GATA2,MRPS25
GATA2,NOM1
GATA2,DNAI2
GATA2,CSMD1
GATA2,CPEB1
GATA2,ALDH8A1
GATA2,HIAT1
GATA2,CSRNP1
GATA2,ANAPC1
GATA2,GORASP1
GATA2,CTAGE1
GATA2,WDR13
GATA2,SMAP2
GATA2,METTL17
GATA2,ACBD3
GATA2,MFSD1
GATA2,LPPR2
GATA2,SMURF2
GATA2,CCDC136
GATA2,SMYD3
GATA2,C16orf58
GATA2,TNS3
GATA2,PARP12
GATA2,FAM59A
GATA2,ZNF574
GATA2,CREB3L2
GATA2,S100PBP
GATA2,C6orf106
GATA2,RMND5B
GATA2,FNDC3B
GATA2,RBM15
GATA2,CRTC3
GATA2,DEM1
GATA2,IQCH
GATA2,ARV1
GATA2,NMNAT1
GATA2,CYP3A43
GATA2,ELOVL1
GATA2,KLC2
GATA2,FBXL17
GATA2,SLC13A3
GATA2,TUT1
GATA2,AIDA
GATA2,FAM129B
GATA2,DCLRE1B
GATA2,OBFC2A
GATA2,RFX7
GATA2,CDCP1
GATA2,PAPOLG
GATA2,C12orf43
GATA2,RASAL3
GATA2,MRPL14
GATA2,NT5DC2
GATA2,MRPS15
GATA2,MRPS9
GATA2,MRPL36
GATA2,MRPL34
GATA2,MRPL32
GATA2,MRPL1
GATA2,NDRG4
GATA2,SLC26A10
GATA2,GPBP1
GATA2,CDK15
GATA2,TMEM135
GATA2,INTS3
GATA2,NADK
GATA2,ZNF643
GATA2,SPATS2
GATA2,ZSWIM4
GATA2,C5orf42
GATA2,MPPE1
GATA2,SELRC1
GATA2,PYCRL
GATA2,WNK4
GATA2,WNK2
GATA2,PHACTR4
GATA2,CAPRIN2
GATA2,KCTD14
GATA2,DLK2
GATA2,FAM173A
GATA2,MGC2752
GATA2,LRRC61
GATA2,TMEM108
GATA2,CHID1
GATA2,TRAK2
GATA2,PCYOX1L
GATA2,C7orf49
GATA2,LRFN4
GATA2,DDX50
GATA2,LOC79015
GATA2,C7orf25
GATA2,TMEM106C
GATA2,C13orf44
GATA2,AHNAK
GATA2,ZNF655
GATA2,PDCL3
GATA2,ERI3
GATA2,ZFYVE21
GATA2,KCTD15
GATA2,SECISBP2
GATA2,PRRG3
GATA2,ASPSCR1
GATA2,ELOVL6
GATA2,DCTPP1
GATA2,CCDC86
GATA2,C11orf48
GATA2,METTL22
GATA2,C11orf49
GATA2,C1orf116
GATA2,TAF1D
GATA2,MAPKAP1
GATA2,DHX58
GATA2,TMEM185B
GATA2,DERL1
GATA2,MBOAT7
GATA2,CHCHD7
GATA2,FKRP
GATA2,MMP28
GATA2,ZSCAN5A
GATA2,FA2H
GATA2,DHRS11
GATA2,TNIP2
GATA2,PLEKHF1
GATA2,MFSD11
GATA2,CENPO
GATA2,C19orf57
GATA2,EFHD2
GATA2,TMEM43
GATA2,IRX3
GATA2,IRX1
GATA2,ZNF557
GATA2,MMEL1
GATA2,DCAF10
GATA2,OR13A1
GATA2,OR51B4
GATA2,ZXDC
GATA2,BHLHE41
GATA2,BCL2L14
GATA2,NOX5
GATA2,LRRC2
GATA2,WDR25
GATA2,FAM65A
GATA2,NKAIN1
GATA2,EPS8L3
GATA2,TMEM231
GATA2,CORO7
GATA2,MUL1
GATA2,SAP130
GATA2,RNF219
GATA2,CEP97
GATA2,CERS4
GATA2,RIC3
GATA2,TMCO7
GATA2,CCNJL
GATA2,HMBOX1
GATA2,GALNT14
GATA2,SH3TC2
GATA2,EFTUD1
GATA2,FAM184A
GATA2,ARMC7
GATA2,CHMP6
GATA2,SRD5A3
GATA2,EFCAB1
GATA2,PANK3
GATA2,MCPH1
GATA2,TMEM204
GATA2,RPAP3
GATA2,PPP1R3B
GATA2,HSPBAP1
GATA2,PLEKHF2
GATA2,ZCCHC6
GATA2,NLRX1
GATA2,VEPH1
GATA2,OGFOD2
GATA2,SMC6
GATA2,VTCN1
GATA2,MLF1IP
GATA2,ZDHHC14
GATA2,GAL3ST4
GATA2,ZNF322
GATA2,MANEA
GATA2,GALNT12
GATA2,FAM164C
GATA2,ZMAT4
GATA2,LRRK1
GATA2,GTDC1
GATA2,IGFLR1
GATA2,CCDC51
GATA2,TBL1XR1
GATA2,VPS37B
GATA2,ANKRD55
GATA2,SUV39H2
GATA2,ZNF768
GATA2,WDR59
GATA2,LIN28A
GATA2,PALB2
GATA2,SH3D21
GATA2,E2F8
GATA2,C17orf42
GATA2,BBS10
GATA2,TTLL7
GATA2,CXorf36
GATA2,ECHDC3
GATA2,C6orf103
GATA2,ZFAND1
GATA2,DHRS12
GATA2,ISOC2
GATA2,TXNDC15
GATA2,ACBD4
GATA2,MICALL2
GATA2,MYH14
GATA2,FBXO31
GATA2,GSDMD
GATA2,C12orf49
GATA2,ALG9
GATA2,ARMC5
GATA2,GSTCD
GATA2,PTCD2
GATA2,SLTM
GATA2,NIPAL2
GATA2,TLE6
GATA2,WDR78
GATA2,ARHGAP28
GATA2,CAMKMT
GATA2,CCDC48
GATA2,JMJD5
GATA2,LONRF3
GATA2,TMC5
GATA2,AGBL2
GATA2,FAM124B
GATA2,ZDHHC11
GATA2,TMEM180
GATA2,CSPP1
GATA2,SNX22
GATA2,NEK11
GATA2,ZNF669
GATA2,TREML2
GATA2,RPAP2
GATA2,CBLL1
GATA2,RABEP2
GATA2,DCAKD
GATA2,CCDC134
GATA2,ZC3H14
GATA2,HDAC11
GATA2,RPP21
GATA2,ZNF613
GATA2,CYBRD1
GATA2,NUP85
GATA2,NAA60
GATA2,BTNL8
GATA2,ATAD5
GATA2,MAGIX
GATA2,MRM1
GATA2,GRRP1
GATA2,DOK3
GATA2,KIAA0319L
GATA2,SYNPO2L
GATA2,CNTD2
GATA2,SLC35E1
GATA2,ZNF696
GATA2,DHDDS
GATA2,ERMP1
GATA2,PHF17
GATA2,DENND2D
GATA2,ATAT1
GATA2,WLS
GATA2,ZNF442
GATA2,C7orf58
GATA2,DSN1
GATA2,FRMD1
GATA2,SVEP1
GATA2,ELOVL7
GATA2,FAM192A
GATA2,FAM188A
GATA2,NAA25
GATA2,FOXRED2
GATA2,TMEM62
GATA2,SLC24A6
GATA2,FBXL18
GATA2,ATF7IP2
GATA2,PIF1
GATA2,VCPIP1
GATA2,CCDC33
GATA2,RPF1
GATA2,ZNF703
GATA2,FRAS1
GATA2,UXS1
GATA2,PQLC1
GATA2,ZC3H12A
GATA2,ASRGL1
GATA2,DBF4B
GATA2,SPSB1
GATA2,CEP290
GATA2,RNF34
GATA2,FUZ
GATA2,HKDC1
GATA2,FBXO11
GATA2,CHD9
GATA2,FHOD3
GATA2,ARMC9
GATA2,CCDC92
GATA2,ALPK1
GATA2,RAB11FIP1
GATA2,NUBPL
GATA2,PAAF1
GATA2,ORAI2
GATA2,C17orf70
GATA2,PIGZ
GATA2,CEP63
GATA2,SLC35F5
GATA2,KIAA1539
GATA2,EFHC2
GATA2,TRIM45
GATA2,EDEM3
GATA2,GRPEL1
GATA2,CDK5RAP3
GATA2,MTERFD3
GATA2,PLEKHO2
GATA2,MED28
GATA2,KLHL15
GATA2,TET1
GATA2,EPC1
GATA2,CPEB4
GATA2,ZKSCAN3
GATA2,CCDC68
GATA2,WNT10A
GATA2,DNAJC5
GATA2,TRAF3IP3
GATA2,COASY
GATA2,LPAL2
GATA2,CD276
GATA2,TSGA10
GATA2,ACAD10
GATA2,SRCIN1
GATA2,SLC44A4
GATA2,AARSD1
GATA2,PRR7
GATA2,NDFIP1
GATA2,STARD5
GATA2,LIMD2
GATA2,TMEM177
GATA2,B9D2
GATA2,CYB5B
GATA2,COL18A1
GATA2,INTS5
GATA2,CMIP
GATA2,DUSP16
GATA2,APOL5
GATA2,APOL3
GATA2,SH3BP5L
GATA2,GRIP2
GATA2,JHDM1D
GATA2,SETD7
GATA2,KIAA1715
GATA2,EGFL8
GATA2,NPL
GATA2,TMPRSS5
GATA2,TUBB1
GATA2,WNT5B
GATA2,SLC25A32
GATA2,COLEC12
GATA2,OR2AE1
GATA2,GRINL1A
GATA2,PTDSS2
GATA2,GPR63
GATA2,SYNC
GATA2,TM7SF4
GATA2,HM13
GATA2,ITFG1
GATA2,SGPP1
GATA2,SLC38A1
GATA2,GDPD5
GATA2,FBXO38
GATA2,VOPP1
GATA2,FAM49A
GATA2,FAM117A
GATA2,TRIM11
GATA2,NDEL1
GATA2,TXNDC5
GATA2,CLPB
GATA2,MIR600HG
GATA2,PDRG1
GATA2,APOLD1
GATA2,CCDC130
GATA2,TRIM8
GATA2,URM1
GATA2,LBH
GATA2,SNX27
GATA2,FAM83D
GATA2,ANP32E
GATA2,ACSBG2
GATA2,TSPAN14
GATA2,CDT1
GATA2,KAZALD1
GATA2,DIAPH3
GATA2,TRMT1L
GATA2,TSC22D4
GATA2,TSSK3
GATA2,ISCA1
GATA2,LOC81691
GATA2,OR2B2
GATA2,DOCK8
GATA2,PPP1R14C
GATA2,TRIM7
GATA2,NUAK2
GATA2,RNF170
GATA2,TLR10
GATA2,ADAMTS10
GATA2,NETO2
GATA2,VANGL1
GATA2,TRIM56
GATA2,SBF2
GATA2,SPRY4
GATA2,TMEM14B
GATA2,ZNF611
GATA2,MED25
GATA2,SHARPIN
GATA2,ARPC5L
GATA2,ISG20L2
GATA2,HYI
GATA2,FAHD1
GATA2,QTRT1
GATA2,ZNF93
GATA2,HDHD3
GATA2,PITPNM3
GATA2,FCRL5
GATA2,SH3BGRL3
GATA2,SF3B5
GATA2,PUS7L
GATA2,LRRC48
GATA2,ABHD11
GATA2,RAB33B
GATA2,DOHH
GATA2,ARHGAP24
GATA2,DDX59
GATA2,EPPK1
GATA2,SCRT1
GATA2,PLVAP
GATA2,TTC25
GATA2,NUF2
GATA2,FAM110A
GATA2,RILP
GATA2,THAP2
GATA2,AKR1E2
GATA2,RASSF5
GATA2,NUDT12
GATA2,SOX7
GATA2,RTP3
GATA2,CCM2
GATA2,C18orf21
GATA2,ZMIZ2
GATA2,DYNLRB1
GATA2,TLN2
GATA2,SESN2
GATA2,CD99L2
GATA2,HSDL1
GATA2,TRAPPC9
GATA2,CALN1
GATA2,SH3BGRL2
GATA2,FERMT3
GATA2,ESPN
GATA2,CRISPLD2
GATA2,YPEL3
GATA2,RIOK1
GATA2,ATG10
GATA2,ITCH
GATA2,GRWD1
GATA2,TAS1R3
GATA2,RBP5
GATA2,ROPN1L
GATA2,KLF16
GATA2,RSPH3
GATA2,TMEM120A
GATA2,HMCN1
GATA2,TBC1D10A
GATA2,MRO
GATA2,CDCA7
GATA2,MIXL1
GATA2,TSPAN10
GATA2,SLC25A2
GATA2,FGFBP2
GATA2,SPATA9
GATA2,SNX25
GATA2,SPATA16
GATA2,TTC29
GATA2,STARD3NL
GATA2,TM2D1
GATA2,IMMP2L
GATA2,FCAMR
GATA2,FKSG83
GATA2,NACAP1
GATA2,ITFG3
GATA2,CCDC8
GATA2,NCALD
GATA2,FAM172A
GATA2,CTTNBP2
GATA2,KREMEN1
GATA2,TMPRSS13
GATA2,B3GNT5
GATA2,OBSCN
GATA2,EMILIN2
GATA2,KATNAL1
GATA2,MND1
GATA2,GPR98
GATA2,DTNBP1
GATA2,KIRREL2
GATA2,HDHD2
GATA2,TMEM222
GATA2,SLC10A7
GATA2,ARMC2
GATA2,HORMAD1
GATA2,ANKRD27
GATA2,NSRP1
GATA2,USP44
GATA2,PRAM1
GATA2,WDR75
GATA2,USP42
GATA2,FAM161A
GATA2,FAM176A
GATA2,FAM175A
GATA2,SYDE2
GATA2,ZNF644
GATA2,KAT8
GATA2,RPF2
GATA2,ARID5B
GATA2,ASCC2
GATA2,NLRC5
GATA2,ANTXR1
GATA2,LOXL4
GATA2,POLR1B
GATA2,MFSD7
GATA2,CHD6
GATA2,FAM188B
GATA2,ZCCHC7
GATA2,TMEM164
GATA2,FAR1
GATA2,SETD3
GATA2,USP48
GATA2,TXNDC2
GATA2,MEX3B
GATA2,C21orf56
GATA2,IQCG
GATA2,C2orf16
GATA2,CCDC135
GATA2,LRRC8C
GATA2,RHBDD1
GATA2,MRI1
GATA2,PSD2
GATA2,SGIP1
GATA2,SLC37A3
GATA2,SYT3
GATA2,DCUN1D5
GATA2,POLR3GL
GATA2,ALKBH7
GATA2,POLDIP3
GATA2,NOA1
GATA2,COQ5
GATA2,SLC25A33
GATA2,PRADC1
GATA2,C2orf88
GATA2,NTPCR
GATA2,EFCAB2
GATA2,CAPNS2
GATA2,C10orf58
GATA2,PHF6
GATA2,MIEN1
GATA2,DDI2
GATA2,C7orf50
GATA2,VPS25
GATA2,TMEM107
GATA2,LSMD1
GATA2,CCDC115
GATA2,CCDC77
GATA2,C3orf26
GATA2,ACBD6
GATA2,C16orf13
GATA2,LZIC
GATA2,HVCN1
GATA2,ZNF414
GATA2,DYDC2
GATA2,PCGF5
GATA2,AKT1S1
GATA2,ARFGAP2
GATA2,C5orf32
GATA2,C15orf48
GATA2,PROK1
GATA2,CARD11
GATA2,GPR123
GATA2,HHIPL1
GATA2,RAB11FIP4
GATA2,MAML2
GATA2,DOT1L
GATA2,LZTS2
GATA2,BRSK1
GATA2,SYVN1
GATA2,ABLIM2
GATA2,KIAA1804
GATA2,EFCAB7
GATA2,L3MBTL3
GATA2,MEGF11
GATA2,FAM120B
GATA2,SPIRE2
GATA2,JPH4
GATA2,GHDC
GATA2,JAGN1
GATA2,ZC3H8
GATA2,HOPX
GATA2,C15orf41
GATA2,SRRM4
GATA2,ACSS1
GATA2,KBTBD8
GATA2,KIAA1841
GATA2,PGBD1
GATA2,MAK16
GATA2,LYZL1
GATA2,COL25A1
GATA2,PARD6B
GATA2,ZBTB37
GATA2,TUBB6
GATA2,NT5C1A
GATA2,FNDC1
GATA2,KRBA1
GATA2,ZNF469
GATA2,TNRC18
GATA2,TTBK1
GATA2,AFAP1L2
GATA2,KIF2B
GATA2,PLA2G12B
GATA2,DGAT2
GATA2,GLYR1
GATA2,RNASE7
GATA2,CCDC62
GATA2,HES7
GATA2,FAM126A
GATA2,USP32
GATA2,ZNF347
GATA2,TRIM55
GATA2,TRIM63
GATA2,KDM2B
GATA2,HINT2
GATA2,PPP1R9B
GATA2,C9orf24
GATA2,FAM71F1
GATA2,GJA10
GATA2,CREB3L3
GATA2,MYO18B
GATA2,COX4I2
GATA2,GTPBP3
GATA2,GPT2
GATA2,C4orf49
GATA2,PSRC1
GATA2,PRRC2B
GATA2,FAM167B
GATA2,FUT10
GATA2,PCGF1
GATA2,SUV420H2
GATA2,TUBA1C
GATA2,LINC00467
GATA2,AGPAT9
GATA2,BUD13
GATA2,PPAPDC3
GATA2,IL17RC
GATA2,C6orf105
GATA2,ABHD14B
GATA2,C14orf128
GATA2,HPDL
GATA2,ZNF503
GATA2,TMEM25
GATA2,CBR4
GATA2,ZC3H10
GATA2,ORAI1
GATA2,MFSD2A
GATA2,RPUSD4
GATA2,AIFM2
GATA2,C1orf198
GATA2,SLC7A3
GATA2,FBXO18
GATA2,LINGO1
GATA2,FAM73B
GATA2,TBRG1
GATA2,RNFT2
GATA2,NFATC2IP
GATA2,ZNF341
GATA2,C9orf3
GATA2,TMEM87B
GATA2,SLC35B4
GATA2,ATOH8
GATA2,ZNF587
GATA2,C12orf34
GATA2,CIRH1A
GATA2,LRP11
GATA2,PPP1R15B
GATA2,ALG10
GATA2,FAM104A
GATA2,ZNF566
GATA2,TMEM209
GATA2,LOC84931
GATA2,RAB2B
GATA2,C8orf76
GATA2,C12orf52
GATA2,ZNRF1
GATA2,ATG4C
GATA2,MUM1
GATA2,CORO6
GATA2,LTV1
GATA2,MICALCL
GATA2,UBASH3B
GATA2,KIAA1984
GATA2,IGSF21
GATA2,TOX2
GATA2,C1orf94
GATA2,ATG4D
GATA2,MFSD5
GATA2,FRMD5
GATA2,MIR22HG
GATA2,FAM83A
GATA2,ARHGAP19
GATA2,C12orf62
GATA2,AGXT2L2
GATA2,TMEM141
GATA2,C18orf45
GATA2,TMEM60
GATA2,C5orf62
GATA2,HIST1H2AH
GATA2,HIST1H2BK
GATA2,COL27A1
GATA2,FBF1
GATA2,PPIL4
GATA2,PAQR8
GATA2,BAGE5
GATA2,LGALS12
GATA2,TRIM5
GATA2,MYLK2
GATA2,RGS8
GATA2,NKD2
GATA2,SLC22A16
GATA2,SLC45A3
GATA2,RHPN2
GATA2,STON2
GATA2,DOCK7
GATA2,KNDC1
GATA2,LRRCC1
GATA2,KIAA1755
GATA2,ITPRIP
GATA2,TSPYL5
GATA2,TNKS1BP1
GATA2,DIXDC1
GATA2,KIAA1731
GATA2,ZNF518B
GATA2,TANC1
GATA2,FHDC1
GATA2,ZC3H12C
GATA2,SSH2
GATA2,LBX2
GATA2,GFM1
GATA2,SCIN
GATA2,PSKH2
GATA2,GTPBP10
GATA2,UMODL1
GATA2,HPS4
GATA2,NAV1
GATA2,NAV2
GATA2,PPP1R3F
GATA2,ATG16L2
GATA2,FAM125B
GATA2,KLHL6
GATA2,SIGLEC12
GATA2,PLCZ1
GATA2,AQP10
GATA2,SLC25A21
GATA2,TMEM116
GATA2,C16orf45
GATA2,GLB1L2
GATA2,MIDN
GATA2,KIR3DX1
GATA2,UBE2CBP
GATA2,ZNF30
GATA2,C9orf69
GATA2,TSPAN18
GATA2,SNX21
GATA2,ZSWIM1
GATA2,KIAA2013
GATA2,UNC5A
GATA2,FAM105B
GATA2,C3orf25
GATA2,CCDC97
GATA2,THAP3
GATA2,CTU1
GATA2,C5orf30
GATA2,FAM110B
GATA2,SAMD1
GATA2,C15orf42
GATA2,MCFD2
GATA2,C15orf57
GATA2,BMF
GATA2,ZNF622
GATA2,ERI1
GATA2,SCRN2
GATA2,YIF1B
GATA2,SHF
GATA2,C1orf201
GATA2,MCU
GATA2,ZNF799
GATA2,C19orf52
GATA2,ZNF439
GATA2,ERVH48-1
GATA2,STARD13
GATA2,LRSAM1
GATA2,CEP95
GATA2,TCEAL8
GATA2,ZNF598
GATA2,SPOCD1
GATA2,TRIM41
GATA2,ZNF251
GATA2,CREB3L1
GATA2,DPP9
GATA2,CCDC149
GATA2,DKFZp761E198
GATA2,CCDC34
GATA2,L3MBTL4
GATA2,NUP210L
GATA2,SLC39A13
GATA2,BOD1
GATA2,C9orf30
GATA2,C19orf22
GATA2,C19orf6
GATA2,CDKN2AIPNL
GATA2,MGC20647
GATA2,BTF3L4
GATA2,XRCC6BP1
GATA2,ISX
GATA2,COL23A1
GATA2,FAM113B
GATA2,ANKRD44
GATA2,RSAD2
GATA2,UBXN11
GATA2,RPS19BP1
GATA2,PLXNA4
GATA2,ZNF830
GATA2,ATPAF2
GATA2,NLRP12
GATA2,CENPL
GATA2,ACY3
GATA2,C14orf43
GATA2,KIAA1919
GATA2,CABLES1
GATA2,FAM55C
GATA2,ALKBH8
GATA2,MYLK3
GATA2,EXOC3L4
GATA2,WDR20
GATA2,RFT1
GATA2,NDUFAF2
GATA2,ARRDC4
GATA2,CXorf40A
GATA2,MYOZ3
GATA2,C19orf20
GATA2,MCART1
GATA2,SNX29
GATA2,ZC3HAV1L
GATA2,TTC30A
GATA2,INTS4
GATA2,OXNAD1
GATA2,MTDH
GATA2,CDHR1
GATA2,RCSD1
GATA2,MRPS36
GATA2,ZNF585B
GATA2,CAPN13
GATA2,SCGB3A1
GATA2,GORAB
GATA2,NAF1
GATA2,C1orf105
GATA2,RBM18
GATA2,SPECC1
GATA2,ATXN3L
GATA2,G6PC3
GATA2,ASB16
GATA2,MOB1B
GATA2,TIMM50
GATA2,DTD1
GATA2,FAM114A1
GATA2,TMEM183A
GATA2,DNER
GATA2,SLC38A5
GATA2,CCDC164
GATA2,SHKBP1
GATA2,CENPBD1
GATA2,HIST3H2A
GATA2,REEP6
GATA2,IMP4
GATA2,HNRPLL
GATA2,UBE2Q2
GATA2,PEX11G
GATA2,ZBTB47
GATA2,PKHD1L1
GATA2,DMKN
GATA2,ORAI3
GATA2,OLFM2
GATA2,PIGM
GATA2,PGAP3
GATA2,CCDC114
GATA2,HAUS8
GATA2,ZNF670
GATA2,SDR42E1
GATA2,CACNA2D4
GATA2,WDR67
GATA2,LOC93622
GATA2,TBCK
GATA2,TJAP1
GATA2,ACPT
GATA2,CAPZA3
GATA2,ARHGAP18
GATA2,ATPIF1
GATA2,PIGS
GATA2,TTYH2
GATA2,MUC16
GATA2,HTRA3
GATA2,FTMT
GATA2,SFXN5
GATA2,ORMDL3
GATA2,GCFC1
GATA2,SYTL3
GATA2,SYTL4
GATA2,SYTL5
GATA2,ARHGAP12
GATA2,H2AFV
GATA2,PPP1R14A
GATA2,EGLN2
GATA2,EGLN3
GATA2,GTF3C6
GATA2,SNX18
GATA2,MRAP2
GATA2,FAM71E1
GATA2,KRT71
GATA2,VPS26B
GATA2,PLCD3
GATA2,PTH2
GATA2,AHNAK2
GATA2,SCAMP4
GATA2,ADAT3
GATA2,CHST14
GATA2,C12orf57
GATA2,LARP4
GATA2,C20orf54
GATA2,C1orf212
GATA2,ADPRHL1
GATA2,HENMT1
GATA2,FAM83F
GATA2,SLC35A4
GATA2,LINC00310
GATA2,LINC00334
GATA2,WBSCR22
GATA2,SLC2A13
GATA2,LACTB
GATA2,ERMAP
GATA2,PKD1L2
GATA2,BTBD9
GATA2,MBD6
GATA2,GPRIN1
GATA2,SLC25A25
GATA2,FMNL2
GATA2,MYSM1
GATA2,RNF157
GATA2,SORCS1
GATA2,CROCCP3
GATA2,SCAND3
GATA2,RHPN1
GATA2,SMYD4
GATA2,FHAD1
GATA2,SLAMF6
GATA2,OSBPL5
GATA2,OSBPL6
GATA2,OSBPL7
GATA2,OSBPL8
GATA2,OSBPL9
GATA2,C1QTNF4
GATA2,C1QTNF5
GATA2,TMEM123
GATA2,C8orf40
GATA2,WDR31
GATA2,ZNF618
GATA2,SLC26A9
GATA2,CCDC124
GATA2,RAB42
GATA2,FBXO17
GATA2,GPR146
GATA2,C7orf30
GATA2,FCHO2
GATA2,FAM46B
GATA2,SLC5A11
GATA2,NOSTRIN
GATA2,EVI5L
GATA2,RASGRP4
GATA2,DIS3L
GATA2,DHRS1
GATA2,WDFY2
GATA2,ZNF653
GATA2,RMI2
GATA2,FOXP4
GATA2,ZNF526
GATA2,FMO9P
GATA2,WDR92
GATA2,NUS1
GATA2,C20orf108
GATA2,PHACTR3
GATA2,TGM7
GATA2,TM4SF19
GATA2,FAM122A
GATA2,FAM36A
GATA2,TLCD1
GATA2,MOGAT1
GATA2,ACSM1
GATA2,SLC26A8
GATA2,IL22RA2
GATA2,GRIN3A
GATA2,TOP1MT
GATA2,CLNK
GATA2,TSEN15
GATA2,FAM129A
GATA2,MAS1L
GATA2,MRGPRE
GATA2,PPP1R27
GATA2,RPL39L
GATA2,LEAP2
GATA2,C6orf192
GATA2,ACAP3
GATA2,ARAP1
GATA2,AGAP1
GATA2,AGAP3
GATA2,THEM4
GATA2,SH2D1B
GATA2,RAB3IP
GATA2,SSX2IP
GATA2,HRASLS5
GATA2,GALNTL2
GATA2,IP6K3
GATA2,TMC1
GATA2,RLN3
GATA2,PARD3B
GATA2,RFFL
GATA2,ZNF354B
GATA2,TRIM6
GATA2,UBE2J2
GATA2,GDEP
GATA2,C10orf71
GATA2,ZNF511
GATA2,ZMYND17
GATA2,TTC18
GATA2,C10orf90
GATA2,PSTK
GATA2,ZNF488
GATA2,PIK3AP1
GATA2,ZFYVE27
GATA2,COMTD1
GATA2,PDZD8
GATA2,LYZL2
GATA2,NUDT9P1
GATA2,SFXN4
GATA2,FAT3
GATA2,CYP2R1
GATA2,DBX1
GATA2,C12orf59
GATA2,C12orf45
GATA2,SDR9C7
GATA2,TMEM132D
GATA2,ZNF641
GATA2,TPH2
GATA2,NEDD1
GATA2,FGD4
GATA2,ASCL4
