mir,gene
hsa-miR-18a-5p,NEDD9
hsa-miR-128-3p,NEK2
hsa-miR-23a-3p,NEK6
hsa-miR-18a-5p,NEO1
hsa-miR-125b-5p,NES
hsa-miR-432-5p,NES
hsa-miR-22-3p,NET1
hsa-miR-30a-5p,NEUROD1
hsa-let-7i-5p,NEUROG1
hsa-miR-10b-5p,NF1
hsa-miR-193b-3p,NF1
hsa-miR-370-3p,NF1
hsa-miR-9-5p,NF1
hsa-let-7a-5p,NF2
hsa-miR-211-5p,NFAT5
hsa-miR-124-3p,NFATC1
hsa-miR-145-5p,NFATC1
hsa-miR-184,NFATC2
hsa-miR-122-5p,NFATC2IP
hsa-miR-185-5p,NFATC3
hsa-miR-320a,NFATC3
hsa-miR-142-5p,NFE2L2
hsa-miR-144-3p,NFE2L2
hsa-miR-153-3p,NFE2L2
hsa-miR-27a-3p,NFE2L2
hsa-miR-107,NFIA
hsa-miR-181b-5p,NFIA
hsa-miR-21-5p,NFIA
hsa-miR-223-3p,NFIA
hsa-miR-29a-3p,NFIA
hsa-miR-382-5p,NFIA
hsa-miR-424-5p,NFIA
hsa-miR-21-5p,NFIB
hsa-miR-372-3p,NFIB
hsa-miR-373-3p,NFIB
hsa-miR-183-5p,NFIL3
hsa-miR-223-3p,NFIX
hsa-miR-139-5p,NFKB1
hsa-miR-146a-5p,NFKB1
hsa-miR-146b-5p,NFKB1
hsa-miR-199a-5p,NFKB1
hsa-miR-9-5p,NFKB1
hsa-miR-126-3p,NFKBIA
hsa-miR-196a-5p,NFKBIA
hsa-miR-30e-3p,NFKBIA
hsa-miR-124-3p,NFKBIZ
hsa-miR-485-3p,NFYB
hsa-miR-33a-5p,NFYC
hsa-miR-483-3p,Nhp2
hsa-miR-29b-3p,NID1
hsa-miR-145-5p,NIPSNAP1
hsa-let-7a-5p,NKIRAS2
hsa-miR-125b-5p,NKIRAS2
hsa-miR-29b-3p,NKIRAS2
hsa-miR-301a-3p,NKRF
hsa-miR-155-5p,NKX3-1
hsa-miR-101-3p,NLK
hsa-miR-181a-5p,NLK
hsa-miR-181b-5p,NLK
hsa-miR-181c-5p,NLK
hsa-miR-199b-5p,NLK
hsa-miR-92b-3p,NLK
hsa-miR-198,NNAT
hsa-miR-708-5p,NNAT
hsa-miR-326,NOB1
hsa-miR-646,NOB1
hsa-miR-122-5p,NOD2
hsa-miR-378a-5p,NODAL
hsa-miR-675-5p,NOMO1
hsa-miR-26a-5p,NOS2
hsa-miR-155-5p,NOS3
hsa-miR-24-3p,NOS3
hsa-miR-10b-5p,NOTCH1
hsa-miR-129-5p,NOTCH1
hsa-miR-139-5p,NOTCH1
hsa-miR-144-3p,NOTCH1
hsa-miR-181a-5p,NOTCH1
hsa-miR-200b-3p,NOTCH1
hsa-miR-200c-3p,NOTCH1
hsa-miR-23b-3p,NOTCH1
hsa-miR-24-3p,NOTCH1
hsa-miR-27b-3p,NOTCH1
hsa-miR-30a-5p,NOTCH1
hsa-miR-30b-5p,NOTCH1
hsa-miR-30c-5p,NOTCH1
hsa-miR-30d-5p,NOTCH1
hsa-miR-30e-5p,NOTCH1
hsa-miR-326,NOTCH1
hsa-miR-34a-5p,NOTCH1
hsa-miR-34b-3p,NOTCH1
hsa-miR-34c-5p,NOTCH1
hsa-miR-449a,NOTCH1
hsa-miR-107,NOTCH2
hsa-miR-23b-3p,NOTCH2
hsa-miR-326,NOTCH2
hsa-miR-34a-5p,NOTCH2
hsa-miR-1-3p,NOTCH3
hsa-miR-150-5p,NOTCH3
hsa-miR-206,NOTCH3
hsa-miR-181c-5p,NOTCH4
hsa-miR-34c-5p,NOTCH4
hsa-miR-338-3p,NOVA1
hsa-miR-17-5p,NPAS3
hsa-miR-17-5p,NPAT
hsa-miR-33a-5p,NPC1
hsa-miR-19a-3p,NPEPL1
hsa-miR-378a-3p,NPNT
hsa-miR-320a,NPR1
hsa-miR-210-3p,NPTX1
hsa-miR-561-3p,NR0B1
hsa-miR-141-3p,NR0B2
hsa-miR-206,NR1H3
hsa-miR-613,NR1H3
hsa-miR-92a-3p,NR1H4
hsa-miR-148a-3p,NR1I2
hsa-miR-137,Nr1i3
hsa-miR-143-3p,NR2C2
hsa-miR-26b-5p,NR2C2
hsa-let-7b-5p,NR2E1
hsa-miR-9-5p,NR2E1
hsa-miR-302a-3p,NR2F2
hsa-miR-124-3p,NR3C1
hsa-miR-18a-5p,NR3C1
hsa-miR-124-3p,NR3C2
hsa-miR-135a-5p,NR3C2
hsa-miR-19a-3p,NR4A2
hsa-miR-217,NR4A2
hsa-miR-302d-3p,NR4A2
hsa-miR-372-3p,NR4A2
hsa-miR-139-5p,NR5A2
hsa-let-7a-5p,NRAS
hsa-let-7b-5p,NRAS
hsa-let-7c-5p,NRAS
hsa-miR-145-5p,NRAS
hsa-miR-148b-3p,NRAS
hsa-miR-214-3p,NRAS
hsa-miR-140-3p,NRIP1
hsa-miR-320a,NRP1
hsa-miR-338-3p,NRP1
hsa-miR-196a-5p,NRP2
hsa-miR-331-3p,NRP2
hsa-miR-197-3p,NSUN5
hsa-miR-122-5p,NT5C3A
hsa-miR-200c-3p,NTF3
hsa-miR-21-5p,NTF3
hsa-miR-182-5p,NTM
hsa-miR-196a-5p,NTN4
hsa-miR-200c-3p,NTRK2
hsa-miR-204-5p,NTRK2
hsa-miR-125a-5p,NTRK3
hsa-miR-125b-5p,NTRK3
hsa-miR-128-3p,NTRK3
hsa-miR-151a-3p,NTRK3
hsa-miR-185-5p,NTRK3
hsa-miR-485-3p,NTRK3
hsa-miR-509-3p,NTRK3
hsa-miR-625-5p,NTRK3
hsa-miR-765,NTRK3
hsa-miR-768-5p,NTRK3
hsa-miR-9-5p,NTRK3
hsa-miR-211-5p,NUAK1
hsa-miR-145-5p,NUDT1
hsa-miR-146a-5p,NUMB
hsa-miR-122-5p,NUMBL
hsa-miR-486-5p,OLFM4
hsa-miR-155-5p,OLR1
hsa-miR-429,ONECUT2
hsa-miR-9-5p,ONECUT2
hsa-miR-134-5p,OPRM1
hsa-miR-92a-3p,OSBPL2
hsa-miR-92a-3p,OSBPL8
hsa-miR-638,OSCP1
hsa-miR-429,OSTF1
hsa-miR-140-5p,OSTM1
hsa-miR-28-5p,OTUB1
hsa-miR-708-3p,OTUB1
hsa-miR-218-5p,OTUD7B
hsa-miR-500a-5p,OTUD7B
hsa-miR-200b-3p,OXR1
hsa-miR-150-5p,P2RX7
hsa-miR-186-5p,P2RX7
hsa-miR-122-5p,P4HA1
hsa-miR-210-3p,P4HB
hsa-miR-146a-5p,PA2G4
hsa-miR-34c-5p,PABPC1
hsa-let-7a-5p,PAK1
hsa-miR-221-3p,PAK1
hsa-miR-377-3p,PAK1
hsa-miR-7-5p,PAK1
hsa-miR-155-5p,PAK2
hsa-miR-224-5p,PAK2
hsa-miR-145-5p,PAK4
hsa-miR-24-3p,PAK4
hsa-miR-155-5p,PALD1
hsa-miR-214-3p,PAPPA
hsa-miR-490-3p,PAPPA
hsa-miR-483-3p,PARD3
hsa-miR-595,PARD6A
hsa-miR-223-3p,PARP1
hsa-miR-708-5p,PARP1
hsa-miR-145-5p,PARP8
hsa-miR-1-3p,PAX3
hsa-miR-206,PAX3
hsa-miR-27a-3p,PAX3
hsa-miR-27b-3p,PAX3
hsa-miR-10b-5p,PAX6
hsa-miR-140-5p,PAX6
hsa-miR-223-3p,PAX6
hsa-miR-365a-3p,PAX6
hsa-miR-7-5p,PAX6
hsa-miR-27b-3p,PAX7
hsa-miR-198,PBX1
hsa-let-7c-5p,PBX2
hsa-miR-181a-5p,PBX3
hsa-miR-181b-5p,PBX3
hsa-miR-495-3p,PBX3
hsa-miR-148a-3p,PBXIP1
hsa-miR-21-5p,PCBP1
hsa-miR-34a-5p,PCBP2
hsa-miR-155-5p,PCDH9
hsa-miR-92a-3p,PCGF5
hsa-miR-33b-5p,PCK1
hsa-miR-24-3p,PCNA
hsa-miR-125b-5p,PCTP
hsa-miR-129-1-3p,PDCD2
hsa-miR-10b-5p,PDCD4
hsa-miR-182-5p,PDCD4
hsa-miR-183-5p,PDCD4
hsa-miR-21-5p,PDCD4
hsa-miR-499a-5p,PDCD4
hsa-miR-211-5p,PDE3A
hsa-miR-29b-3p,PDGFA
hsa-miR-29b-3p,PDGFB
hsa-miR-29b-3p,PDGFC
hsa-miR-130b-3p,PDGFRA
hsa-miR-140-5p,PDGFRA
hsa-miR-146b-5p,PDGFRA
hsa-miR-218-5p,PDGFRA
hsa-miR-29b-3p,PDGFRA
hsa-miR-34a-5p,PDGFRA
hsa-miR-34c-5p,PDGFRA
hsa-miR-29a-3p,PDGFRB
hsa-miR-29b-3p,PDGFRB
hsa-miR-29c-3p,PDGFRB
hsa-miR-30b-5p,PDGFRB
hsa-miR-34a-5p,PDGFRB
hsa-miR-34c-5p,PDGFRB
hsa-miR-767-5p,PDGFRB
hsa-miR-494-3p,PDIA3
hsa-miR-105-5p,PDK1
hsa-miR-375,PDK1
hsa-miR-133a-3p,PDLIM5
hsa-miR-155-5p,PDLIM5
hsa-miR-17-5p,PDLIM7
hsa-miR-363-3p,PDPN
hsa-miR-27a-3p,PDS5B
hsa-miR-212-3p,PEA15
hsa-miR-224-5p,PEBP1
hsa-miR-29a-3p,PER1
hsa-miR-29b-3p,PER1
hsa-miR-29c-3p,PER1
hsa-miR-520a-3p,PFKP
hsa-miR-520b,PFKP
hsa-miR-520e,PFKP
hsa-miR-182-5p,PFN1
hsa-miR-1-3p,PGD
hsa-miR-206,PGD
hsa-miR-126-3p,PGR
hsa-miR-181a-5p,PGR
hsa-miR-98-5p,PGRMC1
hsa-miR-26a-5p,PHB
hsa-miR-27a-3p,PHB
hsa-miR-27b-3p,PHB
hsa-miR-672,Phb2
hsa-miR-155-5p,PHC2
hsa-miR-409-3p,PHF10
hsa-miR-155-5p,PHF14
hsa-miR-145-5p,PHF17
hsa-miR-141-3p,PHLPP1
hsa-miR-15a-5p,PHLPP1
hsa-miR-17-5p,PHLPP1
hsa-miR-18a-5p,PHLPP1
hsa-miR-190a-5p,PHLPP1
hsa-miR-19a-3p,PHLPP1
hsa-miR-200b-3p,PHLPP1
hsa-miR-224-5p,PHLPP1
hsa-miR-331-3p,PHLPP1
hsa-miR-375,PHLPP1
hsa-miR-92a-3p,PHLPP1
hsa-miR-141-3p,PHLPP2
hsa-miR-205-5p,PHLPP2
hsa-miR-20a-5p,PHLPP2
hsa-miR-125b-5p,PIAS3
hsa-miR-18a-5p,PIAS3
hsa-miR-21-5p,PIAS3
hsa-miR-155-5p,Picalm
hsa-miR-10b-5p,PIEZO1
hsa-miR-125b-5p,PIGF
hsa-miR-145-5p,PIGF
hsa-miR-26a-5p,PIK3C2A
hsa-miR-124-3p,PIK3CA
hsa-miR-139-5p,PIK3CA
hsa-miR-1-3p,PIK3CA
hsa-miR-148b-3p,PIK3CA
hsa-miR-203a-3p,PIK3CA
hsa-miR-375,PIK3CA
hsa-miR-125b-5p,PIK3CD
hsa-miR-30a-5p,PIK3CD
hsa-miR-663a,PIK3CD
hsa-miR-7-5p,PIK3CD
hsa-miR-10a-5p,PIK3CG
hsa-miR-126-3p,PIK3CG
hsa-miR-27a-3p,PIK3CG
hsa-miR-29b-3p,PIK3CG
hsa-miR-7-5p,PIK3CG
hsa-miR-155-5p,PIK3R1
hsa-miR-221-3p,PIK3R1
hsa-miR-29a-3p,PIK3R1
hsa-miR-29b-3p,PIK3R1
hsa-miR-376a-3p,PIK3R1
hsa-miR-503-5p,PIK3R1
hsa-miR-126-3p,PIK3R2
hsa-miR-7-5p,PIK3R3
hsa-miR-1-3p,PIM1
hsa-miR-16-5p,PIM1
hsa-miR-192-5p,PIM1
hsa-miR-210-3p,PIM1
hsa-miR-33a-5p,PIM1
hsa-miR-33b-5p,PIM1
hsa-miR-200b-3p,PIN1
hsa-miR-200c-3p,PIN1
hsa-miR-296-5p,PIN1
hsa-miR-126-3p,PITPNC1
hsa-miR-133b,PITX3
hsa-miR-20a-5p,PKD1
hsa-miR-106b-5p,PKD2
hsa-miR-17-5p,PKD2
hsa-miR-155-5p,PKIA
hsa-miR-122-5p,PKM
hsa-miR-326,PKM
hsa-miR-155-5p,PKN2
hsa-miR-338-3p,PLA2G4B
hsa-miR-107,PLAG1
hsa-miR-144-3p,PLAG1
hsa-miR-181a-5p,PLAG1
hsa-miR-181b-5p,PLAG1
hsa-miR-26a-5p,PLAG1
hsa-miR-375,PLAG1
hsa-miR-424-5p,PLAG1
hsa-miR-21-5p,PLAT
hsa-miR-193b-3p,PLAU
hsa-miR-23b-3p,PLAU
hsa-miR-203a-3p,PLD2
hsa-miR-100-5p,PLK1
hsa-miR-10b-3p,PLK1
hsa-miR-593-5p,PLK1
hsa-miR-886-3p,PLK1
hsa-miR-126-3p,PLK2
hsa-miR-21-5p,PLOD3
hsa-miR-214-3p,PLXNB1
hsa-miR-197-3p,PMAIP1
hsa-miR-200c-3p,PMAIP1
hsa-miR-133a-3p,PNP
hsa-miR-1-3p,PNP
hsa-miR-145-5p,PODXL
hsa-miR-199b-5p,PODXL
hsa-miR-1-3p,POGK
hsa-miR-24-3p,POLD1
hsa-miR-320a,Polr3d
hsa-miR-223-3p,POLR3G
hsa-miR-488-3p,POMC
hsa-miR-616-3p,PON1
hsa-miR-214-3p,POR
hsa-miR-211-5p,POU3F2
hsa-miR-214-3p,POU4F2
hsa-miR-23a-3p,POU4F2
hsa-miR-145-5p,POU5F1
hsa-miR-335-5p,POU5F1
hsa-miR-34a-5p,POU5F1
hsa-miR-518d-3p,PPA1
hsa-miR-10b-5p,PPARA
hsa-miR-130a-3p,PPARA
hsa-miR-141-3p,PPARA
hsa-miR-21-5p,PPARA
hsa-miR-22-3p,PPARA
hsa-miR-33a-5p,PPARA
hsa-miR-519d-3p,PPARA
hsa-miR-548d-5p,PPARA
hsa-miR-9-5p,PPARA
hsa-miR-130a-3p,PPARG
hsa-miR-130b-3p,PPARG
hsa-miR-20a-5p,PPARG
hsa-miR-20b-5p,PPARG
hsa-miR-27a-3p,PPARG
hsa-miR-27b-3p,PPARG
hsa-miR-130b-3p,PPARGC1A
hsa-miR-23a-3p,PPARGC1A
hsa-miR-21-5p,PPIF
hsa-miR-525-3p,PPIG
hsa-miR-15b-5p,PPM1D
hsa-miR-16-5p,PPM1D
hsa-miR-29a-3p,PPM1D
hsa-miR-125b-5p,PPP1CA
hsa-miR-34a-5p,PPP1R10
hsa-miR-383-5p,PPP1R10
hsa-miR-29a-3p,PPP1R13B
hsa-miR-29b-3p,PPP1R13B
hsa-miR-29c-3p,PPP1R13B
hsa-miR-124-3p,PPP1R13L
hsa-miR-183-5p,PPP2CB
hsa-miR-222-3p,PPP2R2A
hsa-miR-31-5p,PPP2R2A
hsa-miR-183-5p,PPP2R4
hsa-miR-1-3p,PPP2R5A
hsa-miR-135b-5p,PPP2R5C
hsa-miR-19b-3p,PPP2R5E
hsa-miR-23a-3p,PPP2R5E
hsa-miR-145-5p,PPP3CA
hsa-miR-181a-5p,PPP3CA
hsa-miR-181a-5p,PRAP1
hsa-miR-193a-3p,PRAP1
hsa-miR-193b-3p,PRAP1
hsa-miR-23b-3p,PRAP1
hsa-let-7a-5p,PRDM1
hsa-let-7b-5p,PRDM1
hsa-let-7f-5p,PRDM1
hsa-miR-125b-5p,PRDM1
hsa-miR-127-3p,PRDM1
hsa-miR-223-3p,PRDM1
hsa-miR-30a-5p,PRDM1
hsa-miR-9-5p,PRDM1
hsa-miR-133a-3p,PRDM16
hsa-miR-133b,PRDM16
hsa-miR-16-5p,PRDM4
hsa-miR-510-5p,PRDX1
hsa-miR-383-5p,PRDX3
hsa-miR-632,PRDX6
hsa-miR-338-3p,PREX2
hsa-miR-19b-3p,PRKAA1
hsa-miR-122-5p,PRKAB1
hsa-miR-148b-3p,PRKAB1
hsa-miR-23b-3p,PRKACB
hsa-miR-155-5p,PRKAR1A
hsa-miR-181a-5p,PRKCD
hsa-miR-26a-5p,PRKCD
hsa-miR-107,PRKCE
hsa-miR-1-3p,PRKCE
hsa-miR-146a-5p,PRKCE
hsa-miR-31-5p,PRKCE
hsa-miR-101-5p,PRKDC
hsa-miR-20a-5p,PRKG1
hsa-miR-122-5p,PRKRA
hsa-miR-125b-5p,PRKRA
hsa-miR-18a-5p,Prmt5
hsa-miR-19a-3p,PRMT5
hsa-miR-25-3p,PRMT5
hsa-miR-32-5p,PRMT5
hsa-miR-92b-3p,PRMT5
hsa-miR-96-5p,PRMT5
hsa-miR-23b-5p,PRODH
hsa-miR-142-3p,PROM1
hsa-miR-494-3p,PROS1
hsa-miR-181a-5p,PROX1
hsa-miR-192-5p,PRPF38A
hsa-miR-371a-5p,PRPF4B
hsa-miR-124-3p,PRRX1
hsa-miR-125b-5p,Prtg
hsa-miR-9-5p,PRTG
hsa-miR-19a-3p,PSAP
hsa-miR-24-3p,PSAP
hsa-miR-27a-3p,PSAP
hsa-miR-27b-3p,PSAP
hsa-miR-155-5p,PSIP1
hsa-miR-147a,PSMA3
hsa-miR-214-3p,PSMD10
hsa-miR-605-5p,PSMD10
hsa-miR-7-5p,PSME3
hsa-miR-124-3p,PTBP1
hsa-miR-340-5p,PTBP1
hsa-miR-133b,PTBP2
hsa-miR-223-3p,PTBP2
hsa-miR-212-3p,PTCH1
hsa-miR-424-5p,PTCH1
hsa-miR-103a-3p,PTEN
hsa-miR-106a-5p,PTEN
hsa-miR-106b-5p,PTEN
hsa-miR-10a-5p,PTEN
hsa-miR-10b-5p,PTEN
hsa-miR-128-3p,PTEN
hsa-miR-130b-3p,PTEN
hsa-miR-141-3p,PTEN
hsa-miR-144-3p,PTEN
hsa-miR-153-3p,PTEN
hsa-miR-155-3p,PTEN
hsa-miR-17-5p,PTEN
hsa-miR-182-5p,PTEN
hsa-miR-18a-5p,PTEN
hsa-miR-19a-3p,PTEN
hsa-miR-19b-3p,PTEN
hsa-miR-200a-3p,PTEN
hsa-miR-205-5p,PTEN
hsa-miR-20a-5p,PTEN
hsa-miR-20b-5p,PTEN
hsa-miR-214-3p,PTEN
hsa-miR-21-5p,PTEN
hsa-miR-216a-5p,PTEN
hsa-miR-217,PTEN
hsa-miR-221-3p,PTEN
hsa-miR-222-3p,PTEN
hsa-miR-22-3p,PTEN
hsa-miR-23a-3p,PTEN
hsa-miR-23b-3p,PTEN
hsa-miR-25-3p,PTEN
hsa-miR-26a-5p,PTEN
hsa-miR-26b-5p,PTEN
hsa-miR-29a-3p,PTEN
hsa-miR-29b-3p,PTEN
hsa-miR-29c-3p,PTEN
hsa-miR-301a-3p,PTEN
hsa-miR-320a,PTEN
hsa-miR-32-5p,PTEN
hsa-miR-382-5p,PTEN
hsa-miR-425-5p,PTEN
hsa-miR-429,PTEN
hsa-miR-492,PTEN
hsa-miR-494-3p,PTEN
hsa-miR-519a-3p,PTEN
hsa-miR-519c-3p,PTEN
hsa-miR-519d-3p,PTEN
hsa-miR-718,PTEN
hsa-miR-92a-3p,PTEN
hsa-miR-92b-3p,PTEN
hsa-miR-93-5p,PTEN
hsa-miR-149-5p,PTGER2
hsa-miR-101-3p,PTGER4
hsa-miR-146a-5p,PTGES2
hsa-miR-101-3p,PTGS2
hsa-miR-137,PTGS2
hsa-miR-143-3p,PTGS2
hsa-miR-146a-5p,PTGS2
hsa-miR-16-5p,PTGS2
hsa-miR-199a-3p,PTGS2
hsa-miR-199a-5p,PTGS2
hsa-miR-26b-5p,PTGS2
hsa-miR-558,PTGS2
hsa-miR-589-5p,PTGS2
hsa-miR-33a-5p,PTHLH
hsa-miR-138-5p,PTK2
hsa-miR-543,PTK2
hsa-miR-7-5p,PTK2
hsa-miR-517a-3p,PTK2B
hsa-miR-517c-3p,PTK2B
hsa-miR-1-3p,PTMA
hsa-miR-22-3p,PTMS
hsa-miR-339-5p,PTP4A1
hsa-miR-145-5p,PTP4A2
hsa-miR-495-3p,PTP4A3
hsa-miR-551a,PTP4A3
hsa-miR-122-5p,PTPN1
hsa-miR-210-3p,PTPN1
hsa-miR-362-3p,PTPN1
hsa-miR-181a-5p,PTPN11
hsa-miR-23a-3p,PTPN11
hsa-miR-489-3p,PTPN11
hsa-miR-194-5p,PTPN12
hsa-miR-200b-3p,PTPN12
hsa-miR-194-5p,PTPN13
hsa-miR-200c-3p,PTPN13
hsa-miR-210-3p,PTPN2
hsa-miR-181a-5p,PTPN22
hsa-miR-142-3p,PTPN23
hsa-miR-126-3p,PTPN7
hsa-miR-126-5p,PTPN7
hsa-miR-24-3p,PTPN9
hsa-miR-141-3p,PTPRD
hsa-miR-200a-3p,PTPRD
hsa-miR-200b-3p,PTPRD
hsa-miR-200c-3p,PTPRD
hsa-miR-429,PTPRD
hsa-miR-24-3p,PTPRF
hsa-miR-328-3p,PTPRJ
hsa-miR-133b,PTPRK
hsa-miR-205-5p,PTPRM
hsa-miR-335-5p,PTPRN2
hsa-miR-17-5p,PTPRO
hsa-miR-215-5p,PTPRT
hsa-miR-186-5p,PTTG1
hsa-miR-655-3p,PTTG1
hsa-miR-224-5p,PTX3
hsa-miR-134-5p,PUM2
hsa-miR-106b-5p,PURA
hsa-miR-15a-5p,PURA
hsa-miR-15b-5p,PURA
hsa-miR-16-5p,PURA
hsa-miR-20a-5p,PURA
hsa-miR-93-5p,PURA
hsa-miR-199a-5p,PVRL1
hsa-miR-29a-3p,PXDN
hsa-miR-137,PXN
hsa-miR-214-3p,QKI
hsa-miR-200b-3p,QRSL1
hsa-miR-92a-3p,Qrsl1
hsa-miR-122-5p,RAB11FIP1
hsa-miR-155-5p,RAB11FIP2
hsa-miR-19a-3p,RAB13
hsa-miR-19a-3p,RAB14
hsa-miR-451a,RAB14
hsa-miR-214-3p,RAB15
hsa-miR-200b-3p,RAB18
hsa-miR-221-3p,RAB1A
hsa-miR-502-5p,RAB1B
hsa-miR-200b-3p,RAB21
hsa-miR-204-5p,RAB22A
hsa-miR-211-5p,RAB22A
hsa-miR-200b-3p,RAB23
hsa-miR-31-5p,RAB27A
hsa-miR-9-5p,RAB34
hsa-miR-124-3p,Rab38
hsa-miR-200b-3p,RAB3B
hsa-miR-204-5p,RAB40B
hsa-let-7a-5p,RAB40C
hsa-miR-101-3p,RAB5A
hsa-miR-451a,RAB5A
hsa-miR-122-5p,RAB6B
hsa-miR-373-3p,RABEP1
hsa-miR-122-5p,RAC1
hsa-miR-124-3p,RAC1
hsa-miR-142-3p,RAC1
hsa-miR-146a-5p,RAC1
hsa-miR-194-5p,RAC1
hsa-miR-320a,RAC1
hsa-miR-574-3p,RAC1
hsa-miR-192-5p,RACGAP1
hsa-miR-182-5p,RAD17
hsa-miR-373-3p,RAD23B
hsa-miR-494-3p,RAD23B
hsa-miR-103a-3p,RAD51
hsa-miR-107,RAD51
hsa-miR-155-5p,RAD51
hsa-miR-221-3p,RAD51
hsa-miR-96-5p,RAD51
hsa-miR-210-3p,RAD52
hsa-miR-373-3p,RAD52
hsa-miR-125b-5p,RAF1
hsa-miR-16-5p,RAF1
hsa-miR-195-5p,RAF1
hsa-miR-497-5p,RAF1
hsa-miR-7-5p,RAF1
hsa-miR-140-5p,RALA
hsa-miR-181a-5p,RALA
hsa-miR-203a-3p,RAN
hsa-miR-337-3p,RAP1A
hsa-miR-100-5p,RAP1B
hsa-miR-101-3p,RAP1B
hsa-miR-139-5p,RAP1B
hsa-miR-181a-5p,RAP1B
hsa-miR-181b-5p,RAP1B
hsa-miR-181c-5p,RAP1B
hsa-miR-181d-5p,RAP1B
hsa-miR-28-5p,RAP1B
hsa-miR-518b,RAP1B
hsa-miR-376a-5p,RAP2A
hsa-miR-155-5p,RAPGEF2
hsa-miR-203a-3p,RAPH1
hsa-miR-16-2-3p,RARB
hsa-miR-30c-5p,RARB
hsa-miR-182-5p,RARG
hsa-miR-34c-5p,RARG
hsa-miR-132-3p,RASA1
hsa-miR-31-5p,RASA1
hsa-miR-335-5p,RASA1
hsa-miR-375,RASD1
hsa-miR-483-3p,RASGRF1
hsa-miR-21-5p,RASGRP1
hsa-miR-373-3p,RASSF1
hsa-miR-141-3p,RASSF2
hsa-miR-200a-3p,RASSF2
hsa-miR-200b-3p,RASSF2
hsa-miR-200c-3p,RASSF2
hsa-miR-429,RASSF2
hsa-miR-429,RASSF8
hsa-let-7a-5p,RAVER2
hsa-miR-99a-5p,RAVER2
hsa-miR-99b-5p,RAVER2
hsa-miR-29b-3p,RAX
hsa-miR-106a-5p,RB1
hsa-miR-106b-5p,RB1
hsa-miR-132-3p,RB1
hsa-miR-17-5p,RB1
hsa-miR-192-5p,RB1
hsa-miR-20a-5p,RB1
hsa-miR-212-3p,RB1
hsa-miR-215-5p,RB1
hsa-miR-221-3p,RB1
hsa-miR-26a-5p,RB1
hsa-miR-26b-5p,RB1
hsa-miR-335-5p,RB1
hsa-miR-519a-3p,RB1
hsa-miR-675-5p,RB1
hsa-miR-133b,RB1CC1
hsa-miR-429,RBBP4
hsa-miR-320d,RBFOX2
hsa-miR-498,RBFOX2
hsa-miR-106b-5p,RBL1
hsa-miR-17-5p,RBL1
hsa-miR-20a-5p,RBL1
hsa-miR-106a-5p,RBL2
hsa-miR-106b-5p,RBL2
hsa-miR-17-5p,RBL2
hsa-miR-20a-5p,RBL2
hsa-miR-421,RBMXL1
hsa-miR-212-3p,RBP2
hsa-miR-194-5p,RBX1
hsa-miR-26a-5p,RCBTB1
hsa-miR-29c-3p,RCC2
hsa-miR-22-3p,RCOR1
hsa-miR-432-5p,RCOR1
hsa-miR-9-3p,RCOR1
hsa-miR-200c-3p,RCOR3
hsa-let-7b-5p,RDH10
hsa-miR-124-3p,RDH10
hsa-miR-196a-5p,RDX
hsa-miR-196b-5p,RDX
hsa-miR-31-5p,RDX
hsa-miR-409-3p,RDX
hsa-miR-15a-5p,RECK
hsa-miR-15b-5p,RECK
hsa-miR-16-5p,RECK
hsa-miR-182-5p,RECK
hsa-miR-21-5p,RECK
hsa-miR-221-3p,RECK
hsa-miR-222-3p,RECK
hsa-miR-25-3p,RECK
hsa-miR-373-3p,RECK
hsa-miR-374b-5p,RECK
hsa-miR-92b-3p,RECK
hsa-miR-96-5p,RECK
hsa-miR-24-3p,REG4
hsa-miR-124-3p,RELA
hsa-miR-7-5p,RELA
hsa-miR-128-3p,RELN
hsa-miR-138-5p,RELN
hsa-miR-15a-5p,REPIN1
hsa-miR-200b-3p,RERE
hsa-miR-429,RERE
hsa-miR-124-3p,REST
hsa-miR-21-5p,REST
hsa-miR-9-5p,REST
hsa-miR-128-3p,RET
hsa-miR-129-5p,RET
hsa-miR-15a-5p,RET
hsa-miR-195-5p,RET
hsa-miR-218-5p,RET
hsa-miR-27b-3p,RET
hsa-miR-96-5p,REV1
hsa-miR-25-3p,REV3L
hsa-miR-32-5p,REV3L
hsa-miR-133a-3p,RFFL
hsa-miR-92a-3p,RFFL
hsa-miR-30c-5p,RFX6
hsa-miR-127-3p,RGMA
hsa-miR-22-3p,RGS2
hsa-miR-124-3p,RGS4
hsa-miR-181a-5p,RGS5
hsa-miR-20a-5p,RGS5
hsa-miR-92a-3p,RGS5
hsa-miR-21-5p,RHO
hsa-miR-122-5p,RHOA
hsa-miR-125a-3p,RHOA
hsa-miR-133b,RHOA
hsa-miR-155-5p,RHOA
hsa-miR-185-5p,RHOA
hsa-miR-200c-3p,RHOA
hsa-miR-31-3p,RHOA
hsa-miR-31-5p,RHOA
hsa-miR-340-5p,RHOA
hsa-miR-375,RHOA
hsa-miR-21-5p,RHOB
hsa-miR-223-3p,RHOB
hsa-miR-31-5p,RHOBTB1
hsa-miR-138-5p,RHOC
hsa-miR-302b-3p,RHOC
hsa-miR-372-3p,RHOC
hsa-miR-493-3p,RHOC
hsa-miR-124-3p,RHOG
hsa-miR-139-5p,RHOT1
hsa-miR-126-3p,RHOU
