mir,gene
hsa-miR-125b-5p,ERBB3
hsa-miR-199a-5p,ERBB3
hsa-miR-205-5p,ERBB3
hsa-miR-22-3p,ERBB3
hsa-miR-146a-5p,ERBB4
hsa-miR-19a-3p,ERBB4
hsa-miR-302b-3p,ERBB4
hsa-miR-302d-3p,ERBB4
hsa-miR-372-3p,ERBB4
hsa-miR-192-5p,ERCC3
hsa-miR-192-5p,ERCC4
hsa-miR-521,ERCC8
hsa-miR-133b,ERG
hsa-miR-145-5p,ERG
hsa-miR-30a-5p,ERG
hsa-miR-30b-5p,ERG
hsa-miR-490-3p,ERGIC3
hsa-miR-1291,ERN1
hsa-miR-199a-5p,ERN1
hsa-miR-148a-3p,ERRFI1
hsa-miR-200c-3p,ERRFI1
hsa-miR-525-3p,ESD
hsa-miR-130a-3p,ESR1
hsa-miR-145-5p,ESR1
hsa-miR-18a-5p,ESR1
hsa-miR-18b-5p,ESR1
hsa-miR-193b-3p,ESR1
hsa-miR-19a-3p,ESR1
hsa-miR-19b-3p,ESR1
hsa-miR-206,ESR1
hsa-miR-20b-5p,ESR1
hsa-miR-221-3p,ESR1
hsa-miR-222-3p,ESR1
hsa-miR-22-3p,ESR1
hsa-miR-26a-5p,ESR1
hsa-miR-29b-3p,ESR1
hsa-miR-302c-3p,ESR1
hsa-miR-30a-5p,ESR2
hsa-miR-92a-3p,ESR2
hsa-miR-125a-5p,ESRRA
hsa-miR-137,ESRRA
hsa-miR-205-5p,ESRRG
hsa-miR-125b-5p,ETS1
hsa-miR-1-3p,ETS1
hsa-miR-145-5p,ETS1
hsa-miR-155-5p,ETS1
hsa-miR-193b-3p,ETS1
hsa-miR-200b-3p,ETS1
hsa-miR-200c-3p,ETS1
hsa-miR-208a-3p,ETS1
hsa-miR-221-3p,ETS1
hsa-miR-222-3p,ETS1
hsa-miR-23b-3p,ETS1
hsa-miR-499a-5p,ETS1
hsa-miR-9-5p,ETS1
hsa-miR-196b-5p,ETS2
hsa-miR-17-5p,ETV1
hsa-miR-20a-5p,ETV1
hsa-let-7a-5p,EWSR1
hsa-miR-155-5p,EXOSC2
hsa-miR-562,EYA1
hsa-miR-30a-5p,EYA2
hsa-miR-708-5p,EYA3
hsa-miR-203a-3p,EYA4
hsa-miR-224-5p,EYA4
hsa-miR-27b-3p,EYA4
hsa-let-7a-5p,EZH2
hsa-let-7e-5p,EZH2
hsa-miR-101-3p,EZH2
hsa-miR-124-3p,EZH2
hsa-miR-138-5p,EZH2
hsa-miR-144-3p,EZH2
hsa-miR-185-5p,EZH2
hsa-miR-200a-3p,EZH2
hsa-miR-200b-3p,EZH2
hsa-miR-214-3p,EZH2
hsa-miR-217,EZH2
hsa-miR-25-3p,EZH2
hsa-miR-26a-5p,EZH2
hsa-miR-26b-5p,EZH2
hsa-miR-30d-5p,EZH2
hsa-miR-429,EZH2
hsa-miR-708-5p,EZH2
hsa-miR-98-5p,EZH2
hsa-miR-183-5p,EZR
hsa-miR-184,EZR
hsa-miR-204-5p,EZR
hsa-miR-145-5p,F11R
hsa-miR-1-3p,FABP3
hsa-miR-369-5p,FABP4
hsa-miR-128-3p,FADD
hsa-miR-146a-5p,FADD
hsa-miR-155-5p,FADD
hsa-miR-146a-5p,FAF1
hsa-miR-24-3p,FAF1
hsa-miR-133b,FAIM
hsa-miR-122-5p,FAM117B
hsa-miR-155-5p,FAM135A
hsa-miR-483-5p,FAM160B2
hsa-miR-139-5p,FAM162A
hsa-miR-155-5p,FAM177A1
hsa-miR-155-5p,FAM199X
hsa-miR-145-5p,FAM3C
hsa-miR-145-5p,FAM45A
hsa-miR-155-5p,FAM91A1
hsa-miR-503-5p,FANCA
hsa-miR-23a-3p,FANCG
hsa-miR-106a-5p,FAS
hsa-miR-146a-5p,FAS
hsa-miR-196b-5p,FAS
hsa-miR-23a-3p,FAS
hsa-miR-21-5p,FASLG
hsa-miR-1-3p,FASN
hsa-miR-195-5p,FASN
hsa-miR-424-5p,FASN
hsa-miR-200c-3p,FBLN5
hsa-miR-29a-3p,FBN1
hsa-miR-29b-3p,FBN1
hsa-miR-29c-3p,FBN1
hsa-miR-767-5p,FBN1
hsa-miR-17-5p,FBXO31
hsa-miR-20a-5p,FBXO31
hsa-miR-608,FBXO32
hsa-miR-107,FBXW7
hsa-miR-128-3p,FBXW7
hsa-miR-182-5p,FBXW7
hsa-miR-223-3p,FBXW7
hsa-miR-25-3p,FBXW7
hsa-miR-27a-3p,FBXW7
hsa-miR-503-5p,FBXW7
hsa-miR-18a-5p,FCGR2B
hsa-miR-24-3p,FEN1
hsa-miR-200b-3p,FERMT2
hsa-miR-29a-3p,FGA
hsa-miR-29b-3p,FGA
hsa-miR-29c-3p,FGA
hsa-miR-29a-3p,FGB
hsa-miR-29b-3p,FGB
hsa-miR-29c-3p,FGB
hsa-miR-409-3p,FGB
hsa-miR-152-3p,FGF2
hsa-miR-424-5p,FGF2
hsa-miR-503-5p,FGF2
hsa-miR-433-3p,FGF20
hsa-miR-155-5p,FGF7
hsa-miR-15a-5p,FGF7
hsa-miR-503-5p,FGF8
hsa-miR-140-5p,FGF9
hsa-miR-182-5p,FGF9
hsa-miR-26a-5p,FGF9
hsa-miR-133b,FGFR1
hsa-miR-149-3p,FGFR1
hsa-miR-149-5p,FGFR1
hsa-miR-16-5p,FGFR1
hsa-miR-198,FGFR1
hsa-miR-214-3p,FGFR1
hsa-miR-424-5p,FGFR1
hsa-miR-503-5p,FGFR1
hsa-miR-125b-5p,FGFR2
hsa-miR-19b-1-5p,FGFR2
hsa-miR-100-5p,FGFR3
hsa-miR-152-3p,FGFR3
hsa-miR-24-3p,FGFR3
hsa-miR-425-5p,FGFR3
hsa-miR-99a-5p,FGFR3
hsa-miR-210-3p,FGFRL1
hsa-miR-144-3p,FGG
hsa-miR-29a-3p,FGG
hsa-miR-29b-3p,FGG
hsa-miR-143-3p,FHIT
hsa-miR-217,FHIT
hsa-miR-331-3p,FHIT
hsa-miR-625-5p,FHIT
hsa-miR-484,FIS1
hsa-miR-100-5p,FKBP5
hsa-miR-99a-5p,FKBP5
hsa-miR-145-5p,FLI1
hsa-miR-124-3p,FLOT1
hsa-miR-182-5p,FLOT1
hsa-miR-100-5p,FLT1
hsa-miR-200b-3p,FLT1
hsa-miR-200c-3p,FLT1
hsa-miR-150-5p,FLT3
hsa-miR-1236-3p,FLT4
hsa-miR-335-5p,FMN2
hsa-miR-137,FMNL2
hsa-miR-335-5p,FMNL3
hsa-miR-21-5p,FMOD
hsa-miR-101-3p,FMR1
hsa-miR-129-5p,FMR1
hsa-miR-130b-3p,FMR1
hsa-miR-221-3p,FMR1
hsa-miR-30a-3p,Fmr1
hsa-let-7g-5p,FN1
hsa-miR-1-3p,FN1
hsa-miR-200b-3p,FN1
hsa-miR-200c-3p,FN1
hsa-miR-143-3p,FNDC3B
hsa-miR-101-3p,FOS
hsa-miR-139-5p,FOS
hsa-miR-181a-5p,FOS
hsa-miR-181b-5p,FOS
hsa-miR-221-3p,FOS
hsa-miR-222-3p,FOS
hsa-miR-29b-3p,FOS
hsa-miR-490-5p,FOS
hsa-miR-138-5p,FOSL1
hsa-miR-33a-5p,FOSL1
hsa-miR-34a-5p,FOSL1
hsa-miR-34c-5p,FOSL1
hsa-miR-335-5p,FOXA2
hsa-miR-204-5p,FOXC1
hsa-miR-639,FOXC1
hsa-miR-30a-5p,FOXD1
hsa-miR-182-5p,FOXF2
hsa-miR-122-5p,FOXJ3
hsa-miR-494-3p,FOXJ3
hsa-miR-133b,FOXL2
hsa-miR-134-5p,FOXM1
hsa-miR-149-5p,FOXM1
hsa-miR-194-5p,FOXM1
hsa-miR-24-1-5p,FOXM1
hsa-miR-370-3p,FOXM1
hsa-miR-18b-5p,FOXN1
hsa-miR-518b,FOXN1
hsa-miR-210-3p,FOXN3
hsa-miR-574-5p,FOXN3
hsa-miR-107,FOXO1
hsa-miR-132-5p,FOXO1
hsa-miR-153-3p,FOXO1
hsa-miR-15a-5p,FOXO1
hsa-miR-15b-5p,FOXO1
hsa-miR-182-5p,FOXO1
hsa-miR-183-5p,FOXO1
hsa-miR-186-5p,FOXO1
hsa-miR-196a-5p,FOXO1
hsa-miR-223-3p,FOXO1
hsa-miR-27a-3p,FOXO1
hsa-miR-370-3p,FOXO1
hsa-miR-9-5p,FOXO1
hsa-miR-96-5p,FOXO1
hsa-miR-126-3p,FOXO3
hsa-miR-155-5p,FOXO3
hsa-miR-182-5p,FOXO3
hsa-miR-217,FOXO3
hsa-miR-221-3p,FOXO3
hsa-miR-222-3p,FOXO3
hsa-miR-223-3p,FOXO3
hsa-miR-23a-3p,FOXO3
hsa-miR-29a-3p,FOXO3
hsa-miR-9-5p,FOXO3
hsa-miR-96-5p,FOXO3
hsa-miR-1274a,FOXO4
hsa-miR-421,FOXO4
hsa-miR-499a-5p,FOXO4
hsa-miR-122-5p,FOXP1
hsa-miR-1-3p,FOXP1
hsa-miR-34a-5p,FOXP1
hsa-miR-9-5p,FOXP1
hsa-miR-210-3p,FOXP3
hsa-miR-31-5p,FOXP3
hsa-miR-1-3p,FRS2
hsa-miR-133a-3p,FSCN1
hsa-miR-133b,FSCN1
hsa-miR-143-3p,FSCN1
hsa-miR-145-5p,FSCN1
hsa-miR-206,FSTL1
hsa-miR-133a-3p,FTL
hsa-miR-137,FUNDC1
hsa-miR-122-5p,FUNDC2
hsa-miR-24-3p,FURIN
hsa-miR-15b-5p,FUT2
hsa-miR-199a-3p,FUT4
hsa-miR-122-5p,FUT8
hsa-miR-34a-5p,FUT8
hsa-miR-124-3p,FXN
hsa-miR-1270,FXN
hsa-miR-299-3p,FXN
hsa-miR-506-3p,FXN
hsa-miR-522-3p,FXN
hsa-miR-559,FXN
hsa-miR-589-5p,FXN
hsa-miR-620,FXN
hsa-miR-624-3p,FXN
hsa-miR-125a-3p,FYN
hsa-miR-204-5p,FZD1
hsa-miR-31-5p,FZD3
hsa-miR-199a-5p,FZD4
hsa-miR-493-3p,FZD4
hsa-miR-1-3p,FZD7
hsa-miR-375,FZD8
hsa-miR-23a-3p,G6PC
hsa-miR-33b-5p,G6PC
hsa-miR-122-5p,G6PC3
hsa-miR-1-3p,G6PD
hsa-miR-206,G6PD
hsa-let-7g-5p,GAB2
hsa-miR-374a-5p,GADD45A
hsa-miR-122-5p,GALNT10
hsa-miR-17-3p,GALNT7
hsa-miR-214-3p,GALNT7
hsa-miR-34a-5p,GALNT7
hsa-miR-34b-3p,GALNT7
hsa-miR-34c-5p,GALNT7
hsa-miR-378a-3p,GALNT7
hsa-miR-644a,GAPDH
hsa-miR-34a-5p,GAS1
hsa-miR-21-5p,GAS5
hsa-miR-27a-3p,GATA2
hsa-miR-29b-3p,GATA3
hsa-miR-1-3p,GATA4
hsa-miR-200b-3p,GATA4
hsa-miR-200c-3p,GATA4
hsa-miR-26b-5p,GATA4
hsa-miR-181a-5p,GATA6
hsa-miR-181b-5p,GATA6
hsa-miR-181c-5p,GATA6
hsa-miR-155-5p,GATM
hsa-miR-433-3p,GBP2
hsa-miR-19b-3p,GCM1
hsa-miR-155-5p,GCSAM
hsa-miR-200a-3p,GDAP1
hsa-miR-203a-3p,GDAP1
hsa-miR-26a-5p,GDAP1
hsa-miR-21-5p,GDF5
hsa-miR-342-3p,GEMIN4
hsa-miR-149-5p,GIT1
hsa-miR-491-5p,GIT1
hsa-miR-130a-3p,GJA1
hsa-miR-1-3p,GJA1
hsa-miR-206,GJA1
hsa-miR-20a-5p,GJA1
hsa-miR-218-5p,GJA1
hsa-miR-221-3p,GJA1
hsa-miR-222-3p,GJA1
hsa-miR-125b-5p,GLI1
hsa-miR-133b,GLI1
hsa-miR-202-3p,GLI1
hsa-miR-324-5p,GLI1
hsa-miR-326,GLI1
hsa-miR-218-5p,GLI2
hsa-miR-137,GLIPR1
hsa-miR-29a-3p,GLUL
hsa-miR-145-5p,GMFB
hsa-miR-449a,GMNN
hsa-miR-449b-5p,GMNN
hsa-miR-320a,GNAI1
hsa-miR-320c,GNAI1
hsa-miR-320d,GNAI1
hsa-miR-9-3p,GNAI1
hsa-miR-138-5p,GNAI2
hsa-miR-30d-5p,GNAI2
hsa-miR-513a-5p,GNG13
hsa-miR-513b-5p,GNG13
hsa-miR-513c-5p,GNG13
hsa-miR-145-5p,GOLM1
hsa-miR-149-3p,GPC1
hsa-miR-149-5p,GPC1
hsa-miR-1271-5p,GPC3
hsa-miR-219a-5p,GPC3
hsa-miR-520c-3p,GPC3
hsa-miR-125a-3p,GPC4
hsa-miR-217,GPC5
hsa-miR-210-3p,GPD1L
hsa-miR-206,GPD2
hsa-miR-155-5p,GPM6B
hsa-miR-138-5p,GPR124
hsa-miR-17-5p,GPR137B
hsa-miR-181a-5p,GPR78
hsa-miR-199a-5p,GPR78
hsa-miR-30d-5p,GPR78
hsa-miR-29a-3p,GPR85
hsa-let-7c-5p,GPS1
hsa-let-7e-3p,GPS1
hsa-let-7f-5p,GPS1
hsa-let-7i-5p,GPS1
hsa-miR-17-3p,GPX2
hsa-miR-199b-5p,GRB10
hsa-miR-200a-3p,GRB2
hsa-miR-27a-3p,GRB2
hsa-miR-376c-3p,GRB2
hsa-miR-378a-3p,GRB2
hsa-miR-433-3p,GRB2
hsa-miR-124-3p,GRIA1
hsa-miR-124-3p,GRIA2
hsa-miR-181b-5p,GRIA2
hsa-miR-124-3p,GRIA3
hsa-miR-125b-5p,GRIN2A
hsa-miR-1202,GRM4
hsa-miR-34a-5p,GRM7
hsa-miR-107,GRN
hsa-miR-29b-3p,GRN
hsa-miR-659-3p,GRN
hsa-miR-182-5p,GSK3B
hsa-miR-183-5p,GSK3B
hsa-miR-199a-5p,GSK3B
hsa-miR-26a-5p,GSK3B
hsa-miR-29b-3p,GSK3B
hsa-miR-346,GSK3B
hsa-miR-96-5p,GSK3B
hsa-miR-214-3p,GSR
hsa-miR-125b-5p,GSS
hsa-miR-133a-3p,GSTP1
hsa-miR-513a-3p,GSTP1
hsa-miR-122-5p,GYS1
hsa-miR-138-5p,H2AFX
hsa-miR-24-3p,H2AFX
hsa-miR-328-3p,H2AFX
hsa-miR-1-3p,HAND2
hsa-miR-25-3p,HAND2
hsa-let-7a-5p,HAS2
hsa-miR-202-3p,HAS2
hsa-miR-132-3p,HBEGF
hsa-miR-194-5p,HBEGF
hsa-miR-155-5p,HBP1
hsa-miR-17-5p,HBP1
hsa-miR-29a-3p,HBP1
hsa-miR-133a-3p,HCN2
hsa-miR-133b,HCN2
hsa-miR-1-3p,HCN2
hsa-miR-133a-3p,HCN4
hsa-miR-133b,HCN4
hsa-miR-1-3p,HCN4
hsa-miR-34a-5p,HDAC1
hsa-miR-449a,HDAC1
hsa-miR-449b-5p,HDAC1
hsa-miR-520h,HDAC1
hsa-miR-874-3p,HDAC1
hsa-miR-145-5p,HDAC11
hsa-miR-145-5p,HDAC2
hsa-miR-1-3p,HDAC4
hsa-miR-140-5p,HDAC4
hsa-miR-22-3p,HDAC4
hsa-miR-29b-3p,HDAC4
hsa-miR-302b-3p,HDAC4
hsa-miR-30c-5p,HDAC4
hsa-miR-9-5p,HDAC4
hsa-miR-22-3p,HDAC6
hsa-miR-548m,HDAC6
hsa-miR-140-5p,HDAC7
hsa-miR-141-3p,HDGF
hsa-miR-16-5p,HDGF
hsa-miR-214-3p,HDGF
hsa-miR-497-5p,HDGF
hsa-miR-221-3p,HECTD2
hsa-miR-944,HECW2
hsa-miR-7-5p,Hells
hsa-miR-199b-5p,HES1
hsa-miR-23a-3p,HES1
hsa-miR-524-5p,HES1
hsa-miR-200a-3p,HFE
hsa-miR-200b-3p,HFE
hsa-miR-200c-3p,HFE
hsa-miR-199a-3p,HGF
hsa-miR-26a-5p,HGF
hsa-miR-296-5p,HGS
hsa-miR-107,HIF1A
hsa-miR-138-5p,HIF1A
hsa-miR-155-5p,Hif1a
hsa-miR-17-5p,HIF1A
hsa-miR-199a-5p,HIF1A
hsa-miR-199b-5p,HIF1A
hsa-miR-20a-5p,HIF1A
hsa-miR-20b-5p,HIF1A
hsa-miR-210-3p,HIF1A
hsa-miR-22-3p,HIF1A
hsa-miR-424-5p,HIF1A
hsa-miR-519c-3p,HIF1A
hsa-miR-31-5p,HIF1AN
hsa-miR-210-3p,HIF3A
hsa-miR-485-5p,HIF3A
hsa-miR-19b-3p,HIPK1
hsa-miR-92a-3p,HIPK1
hsa-miR-181a-5p,HIPK2
hsa-miR-27a-3p,HIPK2
hsa-miR-106a-5p,HIPK3
hsa-miR-187-3p,HIPK3
hsa-miR-19b-3p,HIPK3
hsa-miR-20b-5p,HIPK3
hsa-miR-92a-3p,HIPK3
hsa-miR-760,HIST1H2AD
hsa-miR-760,HIST1H3D
hsa-miR-363-3p,HIVEP1
hsa-miR-155-5p,HIVEP2
hsa-miR-125a-5p,HK2
hsa-miR-125b-5p,HK2
hsa-miR-143-3p,HK2
hsa-miR-148a-3p,HLA-G
hsa-miR-148b-3p,HLA-G
hsa-miR-152-3p,HLA-G
hsa-miR-145-5p,HLTF
hsa-miR-30c-1-3p,HMBOX1
hsa-let-7a-5p,HMGA1
hsa-let-7b-5p,HMGA1
hsa-miR-124-3p,HMGA1
hsa-miR-125b-5p,HMGA1
hsa-miR-142-3p,HMGA1
hsa-miR-15a-5p,HMGA1
hsa-miR-16-5p,HMGA1
hsa-miR-185-5p,HMGA1
hsa-miR-196a-5p,HMGA1
hsa-miR-26a-5p,HMGA1
hsa-let-7a-5p,HMGA2
hsa-let-7b-5p,HMGA2
hsa-let-7c-5p,HMGA2
hsa-let-7d-5p,HMGA2
hsa-let-7e-5p,HMGA2
hsa-let-7g-5p,HMGA2
hsa-miR-125b-5p,HMGA2
hsa-miR-145-5p,HMGA2
hsa-miR-154-5p,HMGA2
hsa-miR-15a-5p,HMGA2
hsa-miR-16-5p,HMGA2
hsa-miR-196a-5p,HMGA2
hsa-miR-23b-3p,HMGA2
hsa-miR-26a-5p,HMGA2
hsa-miR-29b-3p,HMGA2
hsa-miR-33a-5p,HMGA2
hsa-miR-98-5p,HMGA2
hsa-miR-218-5p,HMGB1
hsa-miR-22-3p,HMGB1
hsa-miR-23a-3p,HMGB2
hsa-miR-23b-3p,HMGB2
hsa-miR-205-5p,HMGB3
hsa-miR-513b-5p,HMGB3
hsa-miR-23a-3p,HMGN2
hsa-miR-122-5p,HMOX1
hsa-miR-196a-5p,HMOX1
hsa-miR-24-3p,HMOX1
hsa-miR-204-5p,HMX1
hsa-miR-211-5p,HMX1
hsa-miR-132-3p,HN1
hsa-miR-15b-5p,HNF1A
hsa-miR-143-3p,HNF4A
hsa-miR-216a-5p,HNF4A
hsa-miR-24-3p,HNF4A
hsa-miR-34a-5p,HNF4A
hsa-miR-34b-5p,HNF4A
hsa-miR-34c-5p,HNF4A
hsa-miR-449a,HNF4A
hsa-miR-629-5p,HNF4A
hsa-miR-765,HNF4A
hsa-miR-124-3p,HNRNPA2B1
hsa-miR-340-5p,HNRNPA2B1
hsa-miR-200b-3p,HNRNPA3
hsa-miR-494-3p,HNRNPA3
hsa-miR-141-3p,HNRNPD
hsa-miR-146b-5p,HNRNPD
hsa-miR-21-5p,HNRNPK
hsa-miR-450a-5p,HNRNPK
hsa-miR-124-3p,HOTAIR
hsa-miR-331-3p,HOTAIR
hsa-miR-34a-5p,HOTAIR
hsa-miR-100-5p,HOXA1
hsa-miR-10a-5p,HOXA1
hsa-miR-210-3p,HOXA1
hsa-miR-99a-5p,HOXA1
hsa-miR-130a-3p,HOXA10
hsa-miR-135a-5p,HOXA10
hsa-miR-142-3p,HOXA10
hsa-miR-192-5p,HOXA10
hsa-miR-204-5p,HOXA10
hsa-miR-27a-3p,HOXA10
hsa-miR-130a-3p,HOXA5
hsa-miR-196a-5p,HOXA5
hsa-miR-19a-3p,HOXA5
hsa-miR-142-3p,HOXA7
hsa-miR-196a-5p,HOXA7
hsa-miR-126-3p,HOXA9
hsa-miR-142-3p,HOXA9
hsa-miR-196b-5p,HOXA9
hsa-miR-210-3p,HOXA9
hsa-miR-218-5p,HOXB3
hsa-miR-7-5p,HOXB3
hsa-miR-23a-3p,HOXB4
hsa-miR-141-3p,HOXB5
hsa-miR-200a-3p,HOXB5
hsa-miR-200b-3p,HOXB5
hsa-miR-200c-3p,HOXB5
hsa-miR-221-3p,HOXB5
hsa-miR-429,HOXB5
hsa-miR-7-5p,HOXB5
hsa-miR-196a-5p,HOXB7
hsa-miR-196b-5p,HOXB7
hsa-miR-196a-5p,HOXB8
hsa-miR-196b-5p,HOXB8
hsa-miR-196a-5p,HOXC8
hsa-miR-196b-5p,HOXC8
hsa-miR-10b-5p,HOXD10
hsa-miR-146a-5p,HOXD10
hsa-miR-224-5p,HOXD10
hsa-miR-196a-5p,HOXD8
hsa-miR-21-5p,HPGD
hsa-miR-1258,HPSE
hsa-let-7a-5p,HRAS
hsa-let-7b-5p,HRAS
hsa-miR-139-5p,HRAS
hsa-miR-143-3p,HRAS
hsa-miR-181a-5p,HRAS
hsa-miR-181d-5p,HRAS
hsa-miR-663a,HRAS
hsa-miR-192-5p,HRH1
hsa-miR-100-5p,HS3ST2
hsa-miR-210-3p,HSD17B1
hsa-miR-518c-3p,HSD17B1
hsa-miR-18a-5p,HSF2
hsa-miR-223-3p,HSP90B1
hsa-miR-142-3p,HSPA1B
hsa-miR-15a-5p,HSPA1B
hsa-miR-1-3p,HSPA4
hsa-miR-30c-5p,HSPA4
hsa-miR-199a-5p,HSPA5
hsa-miR-30a-5p,HSPA5
hsa-miR-17-5p,HSPB2
hsa-miR-320a,HSPB6
hsa-miR-1-3p,HSPD1
hsa-miR-663a,HSPG2
hsa-miR-10b-5p,HTATIP2
hsa-miR-135a-5p,HTR1A
hsa-miR-96-5p,HTR1B
hsa-miR-22-3p,HTR2C
hsa-miR-510-5p,HTR3E
hsa-miR-96-5p,IARS
hsa-miR-146a-5p,ICAM1
hsa-miR-17-3p,ICAM1
hsa-miR-21-5p,ICAM1
hsa-miR-221-3p,ICAM1
hsa-miR-296-3p,ICAM1
hsa-miR-125b-5p,ICAM2
hsa-miR-381-3p,ID1
hsa-miR-103a-3p,ID2
hsa-miR-9-5p,ID2
hsa-miR-335-5p,ID4
hsa-miR-342-3p,ID4
hsa-miR-30c-5p,IDH1
hsa-miR-183-5p,IDH2
hsa-miR-147b,IER5
hsa-miR-942-5p,IFI27
hsa-miR-203a-3p,IFIT1
hsa-miR-645,IFIT2
hsa-miR-130a-3p,IFITM1
hsa-miR-762,IFITM5
hsa-let-7b-5p,IFNB1
hsa-miR-145-5p,IFNB1
hsa-miR-26a-5p,IFNB1
hsa-miR-34a-5p,IFNB1
hsa-miR-125a-5p,IFNG
hsa-miR-15a-5p,IFNG
hsa-miR-15b-5p,IFNG
hsa-miR-16-5p,IFNG
hsa-miR-181a-5p,IFNG
hsa-miR-24-3p,IFNG
hsa-miR-27a-3p,IFNG
hsa-miR-29b-3p,IFNG
hsa-miR-409-3p,IFNG
hsa-miR-155-5p,IFNGR1
hsa-miR-24-3p,IFNR
hsa-miR-27a-3p,IFNR
hsa-let-7e-5p,IGF1
hsa-let-7i-5p,IGF1
hsa-miR-190a-5p,IGF1
hsa-miR-190b,IGF1
hsa-miR-199a-3p,IGF1
hsa-miR-27a-3p,IGF1
hsa-miR-29a-3p,IGF1
hsa-miR-483-3p,IGF1
hsa-let-7b-5p,IGF1R
hsa-let-7c-5p,IGF1R
hsa-let-7e-5p,IGF1R
hsa-miR-100-5p,IGF1R
hsa-miR-122-5p,IGF1R
hsa-miR-125b-2-3p,IGF1R
hsa-miR-133a-3p,IGF1R
hsa-miR-133b,IGF1R
hsa-miR-139-5p,IGF1R
hsa-miR-140-5p,IGF1R
hsa-miR-143-3p,IGF1R
hsa-miR-145-5p,IGF1R
hsa-miR-150-3p,IGF1R
hsa-miR-152-3p,IGF1R
hsa-miR-16-5p,IGF1R
hsa-miR-181b-5p,IGF1R
hsa-miR-185-5p,IGF1R
hsa-miR-194-5p,IGF1R
hsa-miR-21-5p,IGF1R
hsa-miR-223-3p,IGF1R
hsa-miR-26b-5p,IGF1R
hsa-miR-320a,IGF1R
hsa-miR-335-5p,IGF1R
hsa-miR-375,IGF1R
hsa-miR-376a-3p,IGF1R
hsa-miR-376c-3p,IGF1R
hsa-miR-378a-3p,IGF1R
hsa-miR-383-5p,IGF1R
hsa-miR-486-5p,IGF1R
hsa-miR-497-5p,IGF1R
hsa-miR-503-5p,IGF1R
hsa-miR-630,IGF1R
hsa-miR-7-5p,IGF1R
hsa-miR-99a-5p,IGF1R
hsa-let-7a-5p,IGF2
hsa-miR-100-5p,IGF2
hsa-miR-125b-5p,IGF2
hsa-miR-615-5p,IGF2
hsa-let-7a-5p,IGF2BP1
hsa-let-7b-5p,IGF2BP1
hsa-let-7g-5p,IGF2BP1
hsa-let-7b-5p,IGF2BP2
hsa-miR-211-5p,IGF2R
hsa-miR-657,IGF2R
hsa-miR-29c-3p,IGFBP1
hsa-miR-126-3p,IGFBP2
hsa-miR-210-3p,IGFBP3
hsa-miR-211-5p,IGFBP5
hsa-miR-199a-5p,IKBKB
hsa-miR-200c-3p,IKBKB
hsa-miR-218-5p,IKBKB
hsa-miR-451a,IKBKB
hsa-miR-503-5p,IKBKB
hsa-miR-155-5p,IKBKE
hsa-miR-296-5p,IKBKE
hsa-miR-125b-5p,IKZF2
hsa-miR-125b-5p,IKZF3
hsa-miR-125b-5p,IKZF4
hsa-let-7c-5p,IL10
hsa-miR-106a-5p,IL10
hsa-miR-204-5p,IL11
hsa-miR-211-5p,IL11
hsa-miR-30c-5p,IL11
hsa-miR-379-5p,IL11
hsa-let-7d-5p,IL13
hsa-let-7f-5p,IL13
hsa-let-7g-5p,IL13
hsa-let-7i-5p,IL13
hsa-miR-98-5p,IL13
hsa-miR-143-3p,IL13RA1
hsa-miR-155-5p,IL13RA1
hsa-miR-155-5p,IL17RB
hsa-miR-130a-3p,IL18
hsa-miR-142-3p,IL1A
hsa-miR-191-5p,IL1A
hsa-miR-21-5p,IL1B
hsa-miR-151a-5p,IL1RAPL1
hsa-miR-181c-5p,IL2
hsa-miR-203a-3p,IL24
hsa-miR-205-5p,IL24
hsa-miR-205-5p,IL32
hsa-miR-29b-3p,IL32
hsa-let-7a-5p,IL6
hsa-let-7c-5p,IL6
hsa-miR-107,IL6
hsa-miR-149-5p,IL6
hsa-miR-223-3p,Il6
hsa-miR-26a-5p,IL6
hsa-miR-365a-3p,IL6
hsa-miR-124-3p,IL6R
hsa-miR-125b-5p,IL6R
hsa-miR-23a-3p,IL6R
hsa-miR-34a-5p,IL6R
hsa-miR-34b-3p,IL6R
hsa-miR-34c-5p,IL6R
hsa-miR-451a,IL6R
hsa-miR-146a-5p,IL8
hsa-miR-155-5p,IL8
hsa-miR-23a-3p,IL8
hsa-miR-520b,IL8
hsa-miR-93-5p,IL8
hsa-miR-145-5p,ILK
hsa-miR-542-3p,ILK
hsa-miR-625-5p,ILK
hsa-miR-34a-5p,IMPA1
hsa-miR-19a-3p,IMPDH1
hsa-miR-34a-5p,IMPDH2
hsa-miR-662,ING1
hsa-miR-214-3p,ING4
hsa-miR-650,ING4
hsa-miR-34a-5p,INHBB
hsa-miR-210-3p,INPP5A
hsa-miR-155-5p,INPP5D
hsa-miR-155-5p,INPP5F
hsa-miR-184,INPPL1
hsa-miR-205-5p,INPPL1
hsa-miR-24-3p,INSIG1
hsa-miR-195-5p,INSR
hsa-miR-155-5p,INTS6
hsa-miR-124-3p,IQGAP1
hsa-miR-146a-5p,IRAK1
hsa-miR-146b-5p,IRAK1
hsa-miR-21-5p,IRAK1
hsa-miR-146a-5p,IRAK2
hsa-miR-155-3p,IRAK3
hsa-miR-132-3p,IRAK4
hsa-miR-212-3p,IRAK4
hsa-miR-23a-3p,IRF1
